data,dia_semana,hora,altura_m,tipo_mare
2025-05-04,Domingo,16:44,0.81,Baixa-mar
2025-05-04,Domingo,23:01,1.87,Preamar
2025-05-20,Terça-feira,03:38,0.96,Baixa-mar
2025-05-20,Terça-feira,09:53,2.05,Preamar
2025-05-20,Terça-feira,16:23,0.77,Baixa-mar
2025-05-20,Terça-feira,22:51,1.94,Preamar
2025-05-05,Segunda-feira,05:06,1.01,Baixa-mar
2025-05-05,Segunda-feira,11:21,2.0,Preamar
2025-05-05,Segunda-feira,17:59,0.78,Baixa-mar
2025-05-21,Quarta-feira,04:53,0.88,Baixa-mar
2025-05-21,Quarta-feira,11:04,2.11,Preamar
2025-05-21,Quarta-feira,17:31,0.69,Baixa-mar
2025-05-21,Quarta-feira,23:57,2.05,Preamar
2025-05-06,Terça-feira,00:16,1.93,Preamar
2025-05-06,Terça-feira,06:17,0.94,Baixa-mar
2025-05-06,Terça-feira,12:32,2.05,Preamar
2025-05-06,Terça-feira,18:55,0.72,Baixa-mar
2025-05-22,Quinta-feira,05:57,0.75,Baixa-mar
2025-05-22,Quinta-feira,12:10,2.21,Preamar
2025-05-22,Quinta-feira,18:31,0.58,Baixa-mar
2025-05-07,Quarta-feira,01:10,2.03,Preamar
2025-05-07,Quarta-feira,07:12,0.83,Baixa-mar
2025-05-07,Quarta-feira,13:27,2.13,Preamar
2025-05-07,Quarta-feira,19:40,0.66,Baixa-mar
2025-05-23,Sexta-feira,00:55,2.2,Preamar
2025-05-23,Sexta-feira,06:57,0.59,Baixa-mar
2025-05-23,Sexta-feira,13:12,2.32,Preamar
2025-05-23,Sexta-feira,19:25,0.48,Baixa-mar
2025-05-08,Quinta-feira,01:53,2.13,Preamar
2025-05-08,Quinta-feira,07:55,0.72,Baixa-mar
2025-05-08,Quinta-feira,14:08,2.2,Preamar
2025-05-08,Quinta-feira,20:14,0.6,Baixa-mar
2025-05-24,Sábado,01:44,2.34,Preamar
2025-05-24,Sábado,07:53,0.44,Baixa-mar
2025-05-24,Sábado,14:06,2.43,Preamar
2025-05-24,Sábado,20:16,0.39,Baixa-mar
2025-05-09,Sexta-feira,02:29,2.22,Preamar
2025-05-09,Sexta-feira,08:29,0.62,Baixa-mar
2025-05-09,Sexta-feira,14:46,2.25,Preamar
2025-05-09,Sexta-feira,20:47,0.56,Baixa-mar
2025-05-25,Domingo,02:36,2.45,Preamar
2025-05-25,Domingo,08:47,0.31,Baixa-mar
2025-05-25,Domingo,15:01,2.49,Preamar
2025-05-25,Domingo,21:04,0.34,Baixa-mar
2025-05-10,Sábado,03:02,2.29,Preamar
2025-05-10,Sábado,09:02,0.55,Baixa-mar
2025-05-10,Sábado,15:17,2.28,Preamar
2025-05-10,Sábado,21:16,0.53,Baixa-mar
2025-05-26,Segunda-feira,03:25,2.54,Preamar
2025-05-26,Segunda-feira,09:36,0.22,Baixa-mar
2025-05-26,Segunda-feira,15:53,2.52,Preamar
2025-05-26,Segunda-feira,21:55,0.33,Baixa-mar
2025-05-11,Domingo,03:32,2.34,Preamar
2025-05-11,Domingo,09:36,0.5,Baixa-mar
2025-05-11,Domingo,15:51,2.29,Preamar
2025-05-11,Domingo,21:47,0.53,Baixa-mar
2025-05-27,Terça-feira,04:12,2.59,Preamar
2025-05-27,Terça-feira,10:23,0.18,Baixa-mar
2025-05-27,Terça-feira,16:44,2.5,Preamar
2025-05-27,Terça-feira,22:42,0.36,Baixa-mar
2025-05-12,Segunda-feira,04:04,2.37,Preamar
2025-05-12,Segunda-feira,10:08,0.48,Baixa-mar
2025-05-12,Segunda-feira,16:23,2.28,Preamar
2025-05-12,Segunda-feira,22:17,0.55,Baixa-mar
2025-05-28,Quarta-feira,05:01,2.59,Preamar
2025-05-28,Quarta-feira,11:14,0.2,Baixa-mar
2025-05-28,Quarta-feira,17:31,2.43,Preamar
2025-05-28,Quarta-feira,23:29,0.43,Baixa-mar
2025-05-13,Terça-feira,04:36,2.37,Preamar
2025-05-13,Terça-feira,10:42,0.49,Baixa-mar
2025-05-13,Terça-feira,16:57,2.24,Preamar
2025-05-13,Terça-feira,22:51,0.59,Baixa-mar
2025-05-29,Quinta-feira,05:49,2.54,Preamar
2025-05-29,Quinta-feira,12:04,0.28,Baixa-mar
2025-05-29,Quinta-feira,18:21,2.33,Preamar
2025-05-14,Quarta-feira,05:06,2.34,Preamar
2025-05-14,Quarta-feira,11:12,0.52,Baixa-mar
2025-05-14,Quarta-feira,17:29,2.18,Preamar
2025-05-14,Quarta-feira,23:21,0.66,Baixa-mar
2025-05-30,Sexta-feira,00:14,0.53,Baixa-mar
2025-05-30,Sexta-feira,06:34,2.45,Preamar
2025-05-30,Sexta-feira,12:57,0.39,Baixa-mar
2025-05-30,Sexta-feira,19:12,2.21,Preamar
2025-05-15,Quinta-feira,05:40,2.29,Preamar
2025-05-15,Quinta-feira,11:49,0.58,Baixa-mar
2025-05-15,Quinta-feira,18:04,2.1,Preamar
2025-05-15,Quinta-feira,23:57,0.73,Baixa-mar
2025-05-31,Sábado,01:02,0.66,Baixa-mar
2025-05-31,Sábado,07:25,2.32,Preamar
2025-05-31,Sábado,13:49,0.54,Baixa-mar
2025-05-31,Sábado,20:04,2.08,Preamar
2025-05-16,Sexta-feira,06:12,2.23,Preamar
2025-05-16,Sexta-feira,12:25,0.65,Baixa-mar
2025-05-16,Sexta-feira,18:46,2.02,Preamar
2025-06-01,Domingo,01:57,0.79,Baixa-mar
2025-06-01,Domingo,08:19,2.19,Preamar
2025-06-01,Domingo,14:49,0.66,Baixa-mar
2025-06-01,Domingo,21:01,1.97,Preamar
2025-06-17,Terça-feira,02:06,0.74,Baixa-mar
2025-06-17,Terça-feira,08:27,2.2,Preamar
2025-06-17,Terça-feira,14:49,0.62,Baixa-mar
2025-06-17,Terça-feira,21:10,2.01,Preamar
2025-06-02,Segunda-feira,02:57,0.9,Baixa-mar
2025-06-02,Segunda-feira,09:16,2.08,Preamar
2025-06-02,Segunda-feira,15:53,0.76,Baixa-mar
2025-06-02,Segunda-feira,22:02,1.9,Preamar
2025-06-18,Quarta-feira,03:06,0.76,Baixa-mar
2025-06-18,Quarta-feira,09:27,2.16,Preamar
2025-06-18,Quarta-feira,15:49,0.64,Baixa-mar
2025-06-18,Quarta-feira,22:10,2.02,Preamar
2025-06-03,Terça-feira,04:06,0.94,Baixa-mar
2025-06-03,Terça-feira,10:19,2.0,Preamar
2025-06-03,Terça-feira,16:55,0.81,Baixa-mar
2025-06-03,Terça-feira,23:06,1.9,Preamar
2025-06-19,Quinta-feira,04:14,0.75,Baixa-mar
2025-06-19,Quinta-feira,10:32,2.14,Preamar
2025-06-19,Quinta-feira,16:51,0.65,Baixa-mar
2025-06-19,Quinta-feira,23:16,2.06,Preamar
2025-06-04,Quarta-feira,05:10,0.93,Baixa-mar
2025-06-04,Quarta-feira,11:25,1.97,Preamar
2025-06-04,Quarta-feira,17:53,0.8,Baixa-mar
2025-06-20,Sexta-feira,05:21,0.69,Baixa-mar
2025-06-20,Sexta-feira,11:42,2.15,Preamar
2025-06-20,Sexta-feira,17:57,0.63,Baixa-mar
2025-06-05,Quinta-feira,00:06,1.94,Preamar
2025-06-05,Quinta-feira,06:10,0.88,Baixa-mar
2025-06-05,Quinta-feira,12:25,1.99,Preamar
2025-06-05,Quinta-feira,18:42,0.77,Baixa-mar
2025-06-21,Sábado,00:19,2.14,Preamar
2025-06-21,Sábado,06:31,0.61,Baixa-mar
2025-06-21,Sábado,12:49,2.19,Preamar
2025-06-21,Sábado,19:01,0.59,Baixa-mar
2025-06-06,Sexta-feira,00:57,2.02,Preamar
2025-06-06,Sexta-feira,07:04,0.8,Baixa-mar
2025-06-06,Sexta-feira,13:17,2.03,Preamar
2025-06-06,Sexta-feira,19:27,0.73,Baixa-mar
2025-06-22,Domingo,01:19,2.23,Preamar
2025-06-22,Domingo,07:38,0.5,Baixa-mar
2025-06-22,Domingo,13:53,2.24,Preamar
2025-06-22,Domingo,20:01,0.53,Baixa-mar
2025-06-07,Sábado,01:40,2.09,Preamar
2025-06-07,Sábado,07:51,0.72,Baixa-mar
2025-06-07,Sábado,14:02,2.07,Preamar
2025-06-07,Sábado,20:06,0.68,Baixa-mar
2025-06-23,Segunda-feira,02:19,2.32,Preamar
2025-06-23,Segunda-feira,08:36,0.39,Baixa-mar
2025-06-23,Segunda-feira,14:51,2.29,Preamar
2025-06-23,Segunda-feira,20:57,0.48,Baixa-mar
2025-06-08,Domingo,02:21,2.17,Preamar
2025-06-08,Domingo,08:32,0.64,Baixa-mar
2025-06-08,Domingo,14:44,2.11,Preamar
2025-06-08,Domingo,20:46,0.64,Baixa-mar
2025-06-24,Terça-feira,03:14,2.41,Preamar
2025-06-24,Terça-feira,09:31,0.3,Baixa-mar
2025-06-24,Terça-feira,15:47,2.33,Preamar
2025-06-24,Terça-feira,21:47,0.44,Baixa-mar
2025-06-09,Segunda-feira,03:01,2.24,Preamar
2025-06-09,Segunda-feira,09:10,0.57,Baixa-mar
2025-06-09,Segunda-feira,15:23,2.15,Preamar
2025-06-09,Segunda-feira,21:21,0.6,Baixa-mar
2025-06-25,Quarta-feira,04:06,2.49,Preamar
2025-06-25,Quarta-feira,10:19,0.23,Baixa-mar
2025-06-25,Quarta-feira,16:40,2.35,Preamar
2025-06-25,Quarta-feira,22:34,0.42,Baixa-mar
2025-06-10,Terça-feira,03:40,2.29,Preamar
2025-06-10,Terça-feira,09:51,0.51,Baixa-mar
2025-06-10,Terça-feira,16:04,2.17,Preamar
2025-06-10,Terça-feira,22:01,0.59,Baixa-mar
2025-06-26,Quinta-feira,04:55,2.52,Preamar
2025-06-26,Quinta-feira,11:10,0.22,Baixa-mar
2025-06-26,Quinta-feira,17:27,2.34,Preamar
2025-06-26,Quinta-feira,23:19,0.43,Baixa-mar
2025-06-11,Quarta-feira,04:14,2.32,Preamar
2025-06-11,Quarta-feira,10:25,0.48,Baixa-mar
2025-06-11,Quarta-feira,16:44,2.18,Preamar
2025-06-11,Quarta-feira,22:38,0.59,Baixa-mar
2025-06-27,Sexta-feira,05:42,2.51,Preamar
2025-06-27,Sexta-feira,11:57,0.25,Baixa-mar
2025-06-27,Sexta-feira,18:12,2.29,Preamar
2025-06-12,Quinta-feira,04:53,2.34,Preamar
2025-06-12,Quinta-feira,11:04,0.46,Baixa-mar
2025-06-12,Quinta-feira,17:19,2.17,Preamar
2025-06-12,Quinta-feira,23:14,0.6,Baixa-mar
2025-06-28,Sábado,00:02,0.48,Baixa-mar
2025-06-28,Sábado,06:23,2.46,Preamar
2025-06-28,Sábado,12:42,0.34,Baixa-mar
2025-06-28,Sábado,18:57,2.22,Preamar
2025-06-13,Sexta-feira,05:29,2.34,Preamar
2025-06-13,Sexta-feira,11:44,0.47,Baixa-mar
2025-06-13,Sexta-feira,18:01,2.14,Preamar
2025-06-13,Sexta-feira,23:53,0.63,Baixa-mar
2025-06-29,Domingo,00:46,0.56,Baixa-mar
2025-06-29,Domingo,07:06,2.36,Preamar
2025-06-29,Domingo,13:23,0.45,Baixa-mar
2025-06-29,Domingo,19:40,2.12,Preamar
2025-06-14,Sábado,06:06,2.32,Preamar
2025-06-14,Sábado,12:23,0.49,Baixa-mar
2025-06-14,Sábado,18:42,2.11,Preamar
2025-06-30,Segunda-feira,01:27,0.66,Baixa-mar
2025-06-30,Segunda-feira,07:51,2.24,Preamar
2025-06-30,Segunda-feira,14:08,0.59,Baixa-mar
2025-06-30,Segunda-feira,20:21,2.02,Preamar
2025-06-15,Domingo,00:31,0.67,Baixa-mar
2025-06-15,Domingo,06:47,2.29,Preamar
2025-06-15,Domingo,13:04,0.53,Baixa-mar
2025-06-15,Domingo,19:25,2.07,Preamar
2025-06-16,Segunda-feira,01:16,0.71,Baixa-mar
2025-06-16,Segunda-feira,07:32,2.24,Preamar
2025-06-16,Segunda-feira,13:55,0.57,Baixa-mar
2025-06-16,Segunda-feira,20:14,2.03,Preamar
2025-07-01,Terça-feira,02:12,0.76,Baixa-mar
2025-07-01,Terça-feira,08:36,2.11,Preamar
2025-07-01,Terça-feira,14:55,0.71,Baixa-mar
2025-07-01,Terça-feira,21:06,1.94,Preamar
2025-07-17,Quinta-feira,02:34,0.59,Baixa-mar
2025-07-17,Quinta-feira,08:59,2.23,Preamar
2025-07-17,Quinta-feira,15:08,0.58,Baixa-mar
2025-07-17,Quinta-feira,21:34,2.08,Preamar
2025-07-02,Quarta-feira,03:04,0.86,Baixa-mar
2025-07-02,Quarta-feira,09:21,1.98,Preamar
2025-07-02,Quarta-feira,15:46,0.81,Baixa-mar
2025-07-02,Quarta-feira,21:59,1.87,Preamar
2025-07-18,Sexta-feira,03:42,0.66,Baixa-mar
2025-07-18,Sexta-feira,10:01,2.13,Preamar
2025-07-18,Sexta-feira,16:14,0.67,Baixa-mar
2025-07-18,Sexta-feira,22:40,2.04,Preamar
2025-07-03,Quinta-feira,04:04,0.92,Baixa-mar
2025-07-03,Quinta-feira,10:17,1.89,Preamar
2025-07-03,Quinta-feira,16:42,0.88,Baixa-mar
2025-07-03,Quinta-feira,22:57,1.85,Preamar
2025-07-19,Sábado,04:55,0.68,Baixa-mar
2025-07-19,Sábado,11:12,2.06,Preamar
2025-07-19,Sábado,17:31,0.72,Baixa-mar
2025-07-19,Sábado,23:55,2.06,Preamar
2025-07-04,Sexta-feira,05:06,0.93,Baixa-mar
2025-07-04,Sexta-feira,11:21,1.83,Preamar
2025-07-04,Sexta-feira,17:42,0.89,Baixa-mar
2025-07-20,Domingo,06:14,0.65,Baixa-mar
2025-07-20,Domingo,12:32,2.05,Preamar
2025-07-20,Domingo,18:46,0.71,Baixa-mar
2025-07-05,Sábado,00:01,1.88,Preamar
2025-07-05,Sábado,06:14,0.9,Baixa-mar
2025-07-05,Sábado,12:27,1.84,Preamar
2025-07-05,Sábado,18:38,0.87,Baixa-mar
2025-07-21,Segunda-feira,01:04,2.13,Preamar
2025-07-21,Segunda-feira,07:31,0.56,Baixa-mar
2025-07-21,Segunda-feira,13:47,2.1,Preamar
2025-07-21,Segunda-feira,19:55,0.64,Baixa-mar
2025-07-06,Domingo,00:57,1.94,Preamar
2025-07-06,Domingo,07:16,0.83,Baixa-mar
2025-07-06,Domingo,13:25,1.88,Preamar
2025-07-06,Domingo,19:32,0.81,Baixa-mar
2025-07-22,Terça-feira,02:12,2.24,Preamar
2025-07-22,Terça-feira,08:34,0.43,Baixa-mar
2025-07-22,Terça-feira,14:49,2.18,Preamar
2025-07-22,Terça-feira,20:51,0.54,Baixa-mar
2025-07-07,Segunda-feira,01:47,2.02,Preamar
2025-07-07,Segunda-feira,08:06,0.73,Baixa-mar
2025-07-07,Segunda-feira,14:16,1.95,Preamar
2025-07-07,Segunda-feira,20:19,0.74,Baixa-mar
2025-07-23,Quarta-feira,03:10,2.37,Preamar
2025-07-23,Quarta-feira,09:25,0.3,Baixa-mar
2025-07-23,Quarta-feira,15:46,2.27,Preamar
2025-07-23,Quarta-feira,21:40,0.45,Baixa-mar
2025-07-08,Terça-feira,02:34,2.11,Preamar
2025-07-08,Terça-feira,08:53,0.63,Baixa-mar
2025-07-08,Terça-feira,15:04,2.02,Preamar
2025-07-08,Terça-feira,21:02,0.67,Baixa-mar
2025-07-24,Quinta-feira,04:01,2.47,Preamar
2025-07-24,Quinta-feira,10:12,0.22,Baixa-mar
2025-07-24,Quinta-feira,16:31,2.33,Preamar
2025-07-24,Quinta-feira,22:25,0.39,Baixa-mar
2025-07-09,Quarta-feira,03:17,2.21,Preamar
2025-07-09,Quarta-feira,09:34,0.53,Baixa-mar
2025-07-09,Quarta-feira,15:47,2.1,Preamar
2025-07-09,Quarta-feira,21:42,0.6,Baixa-mar
2025-07-25,Sexta-feira,04:46,2.54,Preamar
2025-07-25,Sexta-feira,10:59,0.18,Baixa-mar
2025-07-25,Sexta-feira,17:12,2.36,Preamar
2025-07-25,Sexta-feira,23:04,0.35,Baixa-mar
2025-07-10,Quinta-feira,03:59,2.3,Preamar
2025-07-10,Quinta-feira,10:10,0.43,Baixa-mar
2025-07-10,Quinta-feira,16:27,2.17,Preamar
2025-07-10,Quinta-feira,22:21,0.53,Baixa-mar
2025-07-26,Sábado,05:25,2.56,Preamar
2025-07-26,Sábado,11:38,0.2,Baixa-mar
2025-07-26,Sábado,17:53,2.35,Preamar
2025-07-26,Sábado,23:44,0.36,Baixa-mar
2025-07-11,Sexta-feira,04:36,2.37,Preamar
2025-07-11,Sexta-feira,10:51,0.36,Baixa-mar
2025-07-11,Sexta-feira,17:06,2.22,Preamar
2025-07-11,Sexta-feira,23:01,0.48,Baixa-mar
2025-07-27,Domingo,06:02,2.52,Preamar
2025-07-27,Domingo,12:14,0.26,Baixa-mar
2025-07-27,Domingo,18:29,2.3,Preamar
2025-07-12,Sábado,05:12,2.43,Preamar
2025-07-12,Sábado,11:27,0.31,Baixa-mar
2025-07-12,Sábado,17:44,2.25,Preamar
2025-07-12,Sábado,23:38,0.45,Baixa-mar
2025-07-28,Segunda-feira,00:19,0.42,Baixa-mar
2025-07-28,Segunda-feira,06:40,2.43,Preamar
2025-07-28,Segunda-feira,12:51,0.37,Baixa-mar
2025-07-28,Segunda-feira,19:04,2.22,Preamar
2025-07-13,Domingo,05:51,2.46,Preamar
2025-07-13,Domingo,12:06,0.3,Baixa-mar
2025-07-13,Domingo,18:21,2.26,Preamar
2025-07-29,Terça-feira,00:55,0.51,Baixa-mar
2025-07-29,Terça-feira,07:16,2.3,Preamar
2025-07-29,Terça-feira,13:23,0.51,Baixa-mar
2025-07-29,Terça-feira,19:40,2.12,Preamar
2025-07-14,Segunda-feira,00:14,0.44,Baixa-mar
2025-07-14,Segunda-feira,06:29,2.45,Preamar
2025-07-14,Segunda-feira,12:46,0.32,Baixa-mar
2025-07-14,Segunda-feira,19:02,2.24,Preamar
2025-07-30,Quarta-feira,01:31,0.63,Baixa-mar
2025-07-30,Quarta-feira,07:55,2.15,Preamar
2025-07-30,Quarta-feira,14:01,0.66,Baixa-mar
2025-07-30,Quarta-feira,20:17,2.01,Preamar
2025-07-15,Terça-feira,00:57,0.47,Baixa-mar
2025-07-15,Terça-feira,07:14,2.41,Preamar
2025-07-15,Terça-feira,13:27,0.38,Baixa-mar
2025-07-15,Terça-feira,19:46,2.2,Preamar
2025-07-31,Quinta-feira,02:10,0.77,Baixa-mar
2025-07-31,Quinta-feira,08:36,1.99,Preamar
2025-07-31,Quinta-feira,14:42,0.8,Baixa-mar
2025-07-31,Quinta-feira,21:02,1.9,Preamar
2025-07-16,Quarta-feira,01:44,0.52,Baixa-mar
2025-07-16,Quarta-feira,08:02,2.33,Preamar
2025-07-16,Quarta-feira,14:14,0.47,Baixa-mar
2025-07-16,Quarta-feira,20:36,2.14,Preamar
2025-08-01,Sexta-feira,03:02,0.89,Baixa-mar
2025-08-01,Sexta-feira,09:21,1.85,Preamar
2025-08-01,Sexta-feira,15:32,0.92,Baixa-mar
2025-08-01,Sexta-feira,21:57,1.82,Preamar
2025-08-17,Domingo,04:42,0.76,Baixa-mar
2025-08-17,Domingo,11:01,1.92,Preamar
2025-08-17,Domingo,17:17,0.88,Baixa-mar
2025-08-17,Domingo,23:42,1.97,Preamar
2025-08-02,Sábado,04:12,0.97,Baixa-mar
2025-08-02,Sábado,10:27,1.74,Preamar
2025-08-02,Sábado,16:47,1.0,Baixa-mar
2025-08-02,Sábado,23:06,1.79,Preamar
2025-08-18,Segunda-feira,06:16,0.73,Baixa-mar
2025-08-18,Segunda-feira,12:34,1.92,Preamar
2025-08-18,Segunda-feira,18:46,0.84,Baixa-mar
2025-08-03,Domingo,05:32,0.99,Baixa-mar
2025-08-03,Domingo,11:51,1.71,Preamar
2025-08-03,Domingo,18:04,0.99,Baixa-mar
2025-08-19,Terça-feira,01:04,2.06,Preamar
2025-08-19,Terça-feira,07:34,0.6,Baixa-mar
2025-08-19,Terça-feira,13:49,2.02,Preamar
2025-08-19,Terça-feira,19:53,0.71,Baixa-mar
2025-08-04,Segunda-feira,00:19,1.83,Preamar
2025-08-04,Segunda-feira,06:57,0.91,Baixa-mar
2025-08-04,Segunda-feira,13:06,1.77,Preamar
2025-08-04,Segunda-feira,19:14,0.92,Baixa-mar
2025-08-20,Quarta-feira,02:12,2.21,Preamar
2025-08-20,Quarta-feira,08:31,0.45,Baixa-mar
2025-08-20,Quarta-feira,14:47,2.15,Preamar
2025-08-20,Quarta-feira,20:44,0.58,Baixa-mar
2025-08-05,Terça-feira,01:23,1.93,Preamar
2025-08-05,Terça-feira,07:55,0.78,Baixa-mar
2025-08-05,Terça-feira,14:04,1.88,Preamar
2025-08-05,Terça-feira,20:04,0.81,Baixa-mar
2025-08-21,Quinta-feira,03:02,2.36,Preamar
2025-08-21,Quinta-feira,09:16,0.32,Baixa-mar
2025-08-21,Quinta-feira,15:34,2.26,Preamar
2025-08-21,Quinta-feira,21:25,0.45,Baixa-mar
2025-08-06,Quarta-feira,02:19,2.06,Preamar
2025-08-06,Quarta-feira,08:40,0.64,Baixa-mar
2025-08-06,Quarta-feira,14:51,2.0,Preamar
2025-08-06,Quarta-feira,20:49,0.68,Baixa-mar
2025-08-22,Sexta-feira,03:47,2.47,Preamar
2025-08-22,Sexta-feira,09:57,0.24,Baixa-mar
2025-08-22,Sexta-feira,16:12,2.35,Preamar
2025-08-22,Sexta-feira,22:04,0.36,Baixa-mar
2025-08-07,Quinta-feira,03:02,2.2,Preamar
2025-08-07,Quinta-feira,09:17,0.49,Baixa-mar
2025-08-07,Quinta-feira,15:34,2.12,Preamar
2025-08-07,Quinta-feira,21:27,0.56,Baixa-mar
2025-08-23,Sábado,04:25,2.55,Preamar
2025-08-23,Sábado,10:32,0.2,Baixa-mar
2025-08-23,Sábado,16:49,2.39,Preamar
2025-08-23,Sábado,22:42,0.3,Baixa-mar
2025-08-08,Sexta-feira,03:42,2.33,Preamar
2025-08-08,Sexta-feira,09:55,0.36,Baixa-mar
2025-08-08,Sexta-feira,16:10,2.24,Preamar
2025-08-08,Sexta-feira,22:04,0.44,Baixa-mar
2025-08-24,Domingo,05:01,2.57,Preamar
2025-08-24,Domingo,11:06,0.21,Baixa-mar
2025-08-24,Domingo,17:19,2.4,Preamar
2025-08-24,Domingo,23:12,0.29,Baixa-mar
2025-08-09,Sábado,04:17,2.45,Preamar
2025-08-09,Sábado,10:29,0.26,Baixa-mar
2025-08-09,Sábado,16:47,2.33,Preamar
2025-08-09,Sábado,22:42,0.35,Baixa-mar
2025-08-25,Segunda-feira,05:32,2.53,Preamar
2025-08-25,Segunda-feira,11:40,0.26,Baixa-mar
2025-08-25,Segunda-feira,17:53,2.38,Preamar
2025-08-25,Segunda-feira,23:46,0.33,Baixa-mar
2025-08-10,Domingo,04:55,2.54,Preamar
2025-08-10,Domingo,11:06,0.19,Baixa-mar
2025-08-10,Domingo,17:21,2.39,Preamar
2025-08-10,Domingo,23:16,0.29,Baixa-mar
2025-08-26,Terça-feira,06:04,2.45,Preamar
2025-08-26,Terça-feira,12:08,0.36,Baixa-mar
2025-08-26,Terça-feira,18:21,2.31,Preamar
2025-08-11,Segunda-feira,05:31,2.59,Preamar
2025-08-11,Segunda-feira,11:44,0.18,Baixa-mar
2025-08-11,Segunda-feira,17:59,2.4,Preamar
2025-08-11,Segunda-feira,23:55,0.27,Baixa-mar
2025-08-27,Quarta-feira,00:16,0.42,Baixa-mar
2025-08-27,Quarta-feira,06:36,2.33,Preamar
2025-08-27,Quarta-feira,12:38,0.48,Baixa-mar
2025-08-27,Quarta-feira,18:55,2.22,Preamar
2025-08-12,Terça-feira,06:10,2.57,Preamar
2025-08-12,Terça-feira,12:19,0.22,Baixa-mar
2025-08-12,Terça-feira,18:36,2.38,Preamar
2025-08-28,Quinta-feira,00:47,0.54,Baixa-mar
2025-08-28,Quinta-feira,07:10,2.17,Preamar
2025-08-28,Quinta-feira,13:06,0.63,Baixa-mar
2025-08-28,Quinta-feira,19:27,2.09,Preamar
2025-08-13,Quarta-feira,00:34,0.31,Baixa-mar
2025-08-13,Quarta-feira,06:51,2.49,Preamar
2025-08-13,Quarta-feira,13:01,0.32,Baixa-mar
2025-08-13,Quarta-feira,19:17,2.3,Preamar
2025-08-29,Sexta-feira,01:21,0.69,Baixa-mar
2025-08-29,Sexta-feira,07:49,2.0,Preamar
2025-08-29,Sexta-feira,13:42,0.79,Baixa-mar
2025-08-29,Sexta-feira,20:06,1.96,Preamar
2025-08-14,Quinta-feira,01:16,0.41,Baixa-mar
2025-08-14,Quinta-feira,07:40,2.36,Preamar
2025-08-14,Quinta-feira,13:44,0.47,Baixa-mar
2025-08-14,Quinta-feira,20:04,2.19,Preamar
2025-08-30,Sábado,02:06,0.85,Baixa-mar
2025-08-30,Sábado,08:34,1.84,Preamar
2025-08-30,Sábado,14:29,0.95,Baixa-mar
2025-08-30,Sábado,21:02,1.83,Preamar
2025-08-15,Sexta-feira,02:06,0.54,Baixa-mar
2025-08-15,Sexta-feira,08:34,2.19,Preamar
2025-08-15,Sexta-feira,14:36,0.64,Baixa-mar
2025-08-15,Sexta-feira,21:02,2.07,Preamar
2025-08-31,Domingo,03:19,0.99,Baixa-mar
2025-08-31,Domingo,09:40,1.7,Preamar
2025-08-31,Domingo,15:47,1.07,Baixa-mar
2025-08-31,Domingo,22:16,1.76,Preamar
2025-08-16,Sábado,03:14,0.68,Baixa-mar
2025-08-16,Sábado,09:38,2.03,Preamar
2025-08-16,Sábado,15:46,0.8,Baixa-mar
2025-08-16,Sábado,22:12,1.98,Preamar
2025-09-01,Segunda-feira,04:57,1.02,Baixa-mar
2025-09-01,Segunda-feira,11:12,1.66,Preamar
2025-09-01,Segunda-feira,17:32,1.07,Baixa-mar
2025-09-01,Segunda-feira,23:49,1.79,Preamar
2025-09-17,Quarta-feira,01:08,2.05,Preamar
2025-09-17,Quarta-feira,07:36,0.59,Baixa-mar
2025-09-17,Quarta-feira,13:51,2.03,Preamar
2025-09-17,Quarta-feira,19:53,0.72,Baixa-mar
2025-09-02,Terça-feira,06:32,0.93,Baixa-mar
2025-09-02,Terça-feira,12:47,1.75,Preamar
2025-09-02,Terça-feira,18:49,0.96,Baixa-mar
2025-09-18,Quinta-feira,02:08,2.21,Preamar
2025-09-18,Quinta-feira,08:21,0.46,Baixa-mar
2025-09-18,Quinta-feira,14:38,2.15,Preamar
2025-09-18,Quinta-feira,20:34,0.58,Baixa-mar
2025-09-03,Quarta-feira,01:01,1.92,Preamar
2025-09-03,Quarta-feira,07:31,0.77,Baixa-mar
2025-09-03,Quarta-feira,13:44,1.9,Preamar
2025-09-03,Quarta-feira,19:44,0.8,Baixa-mar
2025-09-19,Sexta-feira,02:53,2.34,Preamar
2025-09-19,Sexta-feira,09:01,0.35,Baixa-mar
2025-09-19,Sexta-feira,15:17,2.26,Preamar
2025-09-19,Sexta-feira,21:08,0.46,Baixa-mar
2025-09-04,Quinta-feira,01:55,2.09,Preamar
2025-09-04,Quinta-feira,08:14,0.59,Baixa-mar
2025-09-04,Quinta-feira,14:27,2.07,Preamar
2025-09-04,Quinta-feira,20:23,0.63,Baixa-mar
2025-09-20,Sábado,03:29,2.43,Preamar
2025-09-20,Sábado,09:34,0.3,Baixa-mar
2025-09-20,Sábado,15:51,2.33,Preamar
2025-09-20,Sábado,21:44,0.37,Baixa-mar
2025-09-05,Sexta-feira,02:38,2.27,Preamar
2025-09-05,Sexta-feira,08:53,0.42,Baixa-mar
2025-09-05,Sexta-feira,15:08,2.22,Preamar
2025-09-05,Sexta-feira,21:02,0.47,Baixa-mar
2025-09-21,Domingo,04:02,2.47,Preamar
2025-09-21,Domingo,10:04,0.27,Baixa-mar
2025-09-21,Domingo,16:17,2.37,Preamar
2025-09-21,Domingo,22:12,0.31,Baixa-mar
